! Calibration harvest for the correction of hires surface density images.
! One block per model node.  The header line of a block gives the node name and
! log10 of the background surface density in cm^-2; the following lines give
! log10 of the contrast, the median of the factor that restores the true
! surface density, and the number of pixels.
! Opacity used: kappa_0 = 9.3057882 cm^2 per gram of dust at 1000 GHz.
!
NODE additional/01              22.97261
       0.7875     1.33580        40
       0.8125     1.35796        40
       0.8375     1.38507        52
       0.8625     1.40768        28
       0.8875     1.42515        36
       0.9125     1.45303        40
       0.9375     1.47328        28
       0.9625     1.49875        40
       0.9875     1.51903        24
       1.0125     1.53406        24
       1.0375     1.54588        21
NODE i02j27k12                  20.87068
       0.0125     1.00936      4184
       0.0375     1.01139       664
       0.0625     1.01341       464
       0.0875     1.01548       376
       0.1125     1.01746       324
       0.1375     1.01963       316
       0.1625     1.02197       280
       0.1875     1.02421       272
       0.2125     1.02668       272
       0.2375     1.02983       260
       0.2625     1.03326       232
       0.2875     1.03709       232
       0.3125     1.04125       232
       0.3375     1.04663       212
       0.3625     1.05293       196
       0.3875     1.05977       176
       0.4125     1.06715       160
       0.4375     1.07598       152
       0.4625     1.08541       140
       0.4875     1.09637       136
       0.5125     1.10906       120
       0.5375     1.12213       108
       0.5625     1.13626        96
       0.5875     1.15262        80
       0.6125     1.16516        80
       0.6375     1.18407        96
       0.6625     1.20817        76
       0.6875     1.22860        64
       0.7125     1.24716        56
       0.7375     1.26459        56
       0.7625     1.28958        60
       0.7875     1.31298        52
       0.8125     1.33237        44
       0.8375     1.35508        48
       0.8625     1.37905        52
       0.8875     1.39837        28
       0.9125     1.41828        44
       0.9375     1.43783        40
       0.9625     1.46033        32
       0.9875     1.48043        36
       1.0125     1.50142        40
       1.0375     1.51702        21
NODE i02j27k13                  20.87041
       0.0125     1.00990      3624
       0.0375     1.01255       552
       0.0625     1.01549       364
       0.0875     1.01834       288
       0.1125     1.02102       244
       0.1375     1.02392       232
       0.1625     1.02682       200
       0.1875     1.02995       204
       0.2125     1.03331       168
       0.2375     1.03661       184
       0.2625     1.04027       180
       0.2875     1.04470       168
       0.3125     1.04924       164
       0.3375     1.05363       140
       0.3625     1.05867       152
       0.3875     1.06489       152
       0.4125     1.07185       140
       0.4375     1.07860       128
       0.4625     1.08797       144
       0.4875     1.09833       116
       0.5125     1.10884       128
       0.5375     1.12167       108
       0.5625     1.13410       108
       0.5875     1.14662        88
       0.6125     1.15981       100
       0.6375     1.17605        72
       0.6625     1.19142        84
       0.6875     1.20766        76
       0.7125     1.22482        76
       0.7375     1.24382        64
       0.7625     1.26647        72
       0.7875     1.28846        68
       0.8125     1.30777        52
       0.8375     1.32366        52
       0.8625     1.34278        48
       0.8875     1.36547        52
       0.9125     1.38790        48
       0.9375     1.40710        48
       0.9625     1.42683        40
       0.9875     1.44407        48
       1.0125     1.46593        36
       1.0375     1.47766        13
NODE i02j27k14                  20.87023
       0.0125     1.01029      3392
       0.0375     1.01391       492
       0.0625     1.01772       328
       0.0875     1.02176       236
       0.1125     1.02546       220
       0.1375     1.02919       172
       0.1625     1.03271       152
       0.1875     1.03603       164
       0.2125     1.04037       160
       0.2375     1.04402       128
       0.2625     1.04771       128
       0.2875     1.05170       148
       0.3125     1.05678       128
       0.3375     1.06141       120
       0.3625     1.06563       128
       0.3875     1.07174       124
       0.4125     1.07851       128
       0.4375     1.08597       132
       0.4625     1.09359       108
       0.4875     1.10101       112
       0.5125     1.11000       100
       0.5375     1.11983       120
       0.5625     1.13056       104
       0.5875     1.14111       104
       0.6125     1.15406        96
       0.6375     1.16629        84
       0.6625     1.18196        96
       0.6875     1.19684        84
       0.7125     1.21088        76
       0.7375     1.22562        84
       0.7625     1.24590        80
       0.7875     1.26107        64
       0.8125     1.28064        68
       0.8375     1.29959        72
       0.8625     1.32073        56
       0.8875     1.33672        52
       0.9125     1.35757        64
       0.9375     1.37451        56
       0.9625     1.39782        52
       0.9875     1.41485        48
       1.0125     1.42743        21
NODE i02j27k15                  20.86999
       0.0125     1.01080      3212
       0.0375     1.01539       428
       0.0625     1.01980       288
       0.0875     1.02449       232
       0.1125     1.02915       192
       0.1375     1.03380       172
       0.1625     1.03768       148
       0.1875     1.04156       124
       0.2125     1.04616       160
       0.2375     1.05060       104
       0.2625     1.05431       128
       0.2875     1.05896       132
       0.3125     1.06350       108
       0.3375     1.06758       116
       0.3625     1.07287       128
       0.3875     1.07816        88
       0.4125     1.08192       132
       0.4375     1.08906        96
       0.4625     1.09545       120
       0.4875     1.10196       112
       0.5125     1.10917       104
       0.5375     1.11791       116
       0.5625     1.12743       112
       0.5875     1.13545        96
       0.6125     1.14526        96
       0.6375     1.15544       108
       0.6625     1.16828        96
       0.6875     1.18159       104
       0.7125     1.19572       100
       0.7375     1.21068        96
       0.7625     1.22539        80
       0.7875     1.24212        96
       0.8125     1.25777        76
       0.8375     1.27347        80
       0.8625     1.29062        80
       0.8875     1.30962        76
       0.9125     1.32779        76
       0.9375     1.34785        64
       0.9625     1.36269        45
NODE i02j27k16                  20.86971
       0.0125     1.01138      2964
       0.0375     1.01625       464
       0.0625     1.02084       296
       0.0875     1.02550       212
       0.1125     1.03035       208
       0.1375     1.03541       184
       0.1625     1.03935       136
       0.1875     1.04363       144
       0.2125     1.04772       132
       0.2375     1.05222       120
       0.2625     1.05468       120
