! Calibration harvest for the correction of hires surface density images.
! One block per model node.  The header line of a block gives the node name and
! log10 of the background surface density in cm^-2; the following lines give
! log10 of the contrast, the median of the factor that restores the true
! surface density, and the number of pixels.
! Opacity used: kappa_0 = 9.3057882 cm^2 per gram of dust at 1000 GHz.
!
NODE i01j01k01                  14.19464
       0.5625     1.08383       148
       0.5875     1.08951       168
       0.6125     1.09586       152
       0.6375     1.10272       156
       0.6625     1.11025       152
       0.6875     1.11834       152
       0.7125     1.12724       164
       0.7375     1.13724       144
       0.7625     1.14685       160
       0.7875     1.15904       144
       0.8125     1.17296       164
       0.8375     1.18684       136
       0.8625     1.19901       144
       0.8875     1.21673       132
       0.9125     1.23114       136
       0.9375     1.24863       124
       0.9625     1.26744       136
       0.9875     1.28665       116
       1.0125     1.30383        81
NODE i01j20k17                  20.72135
       0.0125     1.00433      3296
       0.0375     1.00367       568
       0.0625     1.00746       376
       0.0875     1.01153       284
       0.1125     1.01634       232
       0.1375     1.02105       224
       0.1625     1.02508       180
       0.1875     1.02947       200
       0.2125     1.03352       152
       0.2375     1.03691       156
       0.2625     1.04025       156
       0.2875     1.04306       148
       0.3125     1.04570       152
       0.3375     1.04904       152
       0.3625     1.05137       144
       0.3875     1.05420       172
       0.4125     1.05707       148
       0.4375     1.05973       156
       0.4625     1.06237       160
       0.4875     1.06493       164
       0.5125     1.06886       184
       0.5375     1.07251       164
       0.5625     1.07675       180
       0.5875     1.08131       200
       0.6125     1.08718       200
       0.6375     1.09348       212
       0.6625     1.10025       188
       0.6875     1.10778       200
       0.7125     1.11672       212
       0.7375     1.12596       208
       0.7625     1.13667       216
       0.7875     1.14673       192
       0.8125     1.15955       212
       0.8375     1.17243       200
       0.8625     1.18626       200
       0.8875     1.20160       188
       0.9125     1.21771       188
       0.9375     1.22876        45
NODE i01j20k18                  20.72139
       0.0125     1.00454      3824
       0.0375     1.00389       668
       0.0625     1.00711       460
       0.0875     1.01064       312
       0.1125     1.01455       296
       0.1375     1.01814       232
       0.1625     1.02128       232
       0.1875     1.02437       220
       0.2125     1.02738       216
       0.2375     1.03058       200
       0.2625     1.03318       200
       0.2875     1.03526       196
       0.3125     1.03742       216
       0.3375     1.03989       200
       0.3625     1.04202       216
       0.3875     1.04401       208
       0.4125     1.04582       212
       0.4375     1.04824       240
       0.4625     1.05093       232
       0.4875     1.05378       280
       0.5125     1.05737       252
       0.5375     1.06152       292
       0.5625     1.06589       288
       0.5875     1.07160       308
       0.6125     1.07726       308
       0.6375     1.08374       316
       0.6625     1.09148       316
       0.6875     1.09982       340
       0.7125     1.10946       288
       0.7375     1.11850       324
       0.7625     1.12952       316
       0.7875     1.14159       312
       0.8125     1.15244       249
NODE i01j21k11                  20.72152
       0.0125     1.00518     13316
       0.0375     1.00581      2024
       0.0625     1.00699      1760
       0.0875     1.00797      1736
       0.1125     1.00862      1940
       0.1375     1.00913      2068
       0.1625     1.01004      1944
       0.1875     1.01123      1780
       0.2125     1.01253      1612
       0.2375     1.01414      1364
       0.2625     1.01595      1228
       0.2875     1.01802      1028
       0.3125     1.02047       892
       0.3375     1.02304       748
       0.3625     1.02590       660
       0.3875     1.02932       568
       0.4125     1.03302       492
       0.4375     1.03728       416
       0.4625     1.04214       364
       0.4875     1.04799       308
       0.5125     1.05462       308
       0.5375     1.06169       228
       0.5625     1.07009       204
       0.5875     1.07993       188
       0.6125     1.09076       160
       0.6375     1.10208       152
       0.6625     1.11583       120
       0.6875     1.13071       116
       0.7125     1.14890       112
       0.7375     1.16945        96
       0.7625     1.19285       100
       0.7875     1.21918        80
       0.8125     1.24235        64
       0.8375     1.26291        72
       0.8625     1.29350        64
       0.8875     1.32525        60
       0.9125     1.35755        52
       0.9375     1.38189        44
       0.9625     1.41204        48
       0.9875     1.44753        52
       1.0125     1.48539        48
       1.0375     1.51668        32
       1.0625     1.54383        40
       1.0875     1.57334        32
       1.1125     1.61195        44
       1.1375     1.64030        24
       1.1625     1.65717        21
NODE i01j21k12                  20.72151
       0.0125     1.00514     10592
       0.0375     1.00577      1652
       0.0625     1.00710      1356
       0.0875     1.00828      1308
       0.1125     1.00910      1388
       0.1375     1.00973      1424
       0.1625     1.01055      1496
       0.1875     1.01173      1384
       0.2125     1.01308      1272
       0.2375     1.01459      1160
       0.2625     1.01644      1020
       0.2875     1.01849       916
       0.3125     1.02086       804
       0.3375     1.02366       688
       0.3625     1.02654       624
       0.3875     1.03015       536
       0.4125     1.03400       468
       0.4375     1.03832       408
       0.4625     1.04326       380
       0.4875     1.04843       304
       0.5125     1.05479       300
       0.5375     1.06222       248
       0.5625     1.07035       228
       0.5875     1.07847       192
       0.6125     1.08769       192
       0.6375     1.09971       152
       0.6625     1.11307       152
       0.6875     1.12668       132
       0.7125     1.14244       128
       0.7375     1.16004        96
       0.7625     1.17657       108
       0.7875     1.19389        88
       0.8125     1.21491        96
       0.8375     1.24123        76
       0.8625     1.26773        80
       0.8875     1.29276        76
       0.9125     1.32121        52
       0.9375     1.34824        64
       0.9625     1.37188        52
       0.9875     1.40556        56
       1.0125     1.43661        52
       1.0375     1.46806        48
       1.0625     1.50068        48
       1.0875     1.52800        44
       1.1125     1.56133        40
       1.1375     1.59141        40
       1.1625     1.61308        21
NODE i01j21k13                  20.72149
       0.0125     1.00509      8776
